Id2,Id,Estimate; Total:,Estimate; Total: - With public assistance income,Estimate; Total: - No public assistance income
12005002701,1400000US12005002701,1545,14,1531
12005002701,1400000US12005002701,1545,14,1531
12005002702,1400000US12005002702,1309,0,1309
12005002702,1400000US12005002702,1260,0,1260
12005002702,1400000US12005002702,1260,0,1260
12005002702,1400000US12005002702,1247,0,1247
12005002702,1400000US12005002702,1247,0,1247
12005002703,1400000US12005002703,1238,0,1238
12005002703,1400000US12005002703,1188,0,1188
12005002703,1400000US12005002703,1188,0,1188
12005002703,1400000US12005002703,1115,0,1115
12005002703,1400000US12005002703,1115,0,1115
12005002704,1400000US12005002704,2443,30,2413
12005002704,1400000US12005002704,2330,30,2300
12005002704,1400000US12005002704,2336,30,2306
12005002704,1400000US12005002704,2260,30,2230
12005002704,1400000US12005002704,2266,30,2236
12005002704,1400000US12005002704,384,0,384
12005002704,1400000US12005002704,635,9,626
12005002704,1400000US12005002704,340,0,340
12005002705,1400000US12005002705,1010,0,1010
12005002705,1400000US12005002705,1010,0,1010
12005002705,1400000US12005002705,1010,0,1010
12005002705,1400000US12005002705,975,0,975
12005002705,1400000US12005002705,975,0,975
12007000100,1400000US12007000100,1932,18,1914
12007000100,1400000US12007000100,1130,18,1112
12007000100,1400000US12007000100,1149,18,1131
12007000100,1400000US12007000100,756,0,756
12007000100,1400000US12007000100,775,0,775
12007000100,1400000US12007000100,1094,18,1076
12007000100,1400000US12007000100,1113,18,1095
12007000100,1400000US12007000100,756,0,756
12007000100,1400000US12007000100,775,0,775
12007000200,1400000US12007000200,2302,0,2302
12007000200,1400000US12007000200,2081,0,2081
12007000200,1400000US12007000200,2081,0,2081
12007000200,1400000US12007000200,191,0,191
12007000200,1400000US12007000200,191,0,191
12007000200,1400000US12007000200,2067,0,2067
12007000200,1400000US12007000200,2067,0,2067
12007000200,1400000US12007000200,191,0,191
12007000200,1400000US12007000200,191,0,191
12007000200,1400000US12007000200,378,0,378
12007000300,1400000US12007000300,2989,31,2958
12007000300,1400000US12007000300,2699,31,2668
12007000300,1400000US12007000300,2774,31,2743
12007000300,1400000US12007000300,2609,31,2578
12007000300,1400000US12007000300,2684,31,2653
12007000300,1400000US12007000300,636,0,636
12007000300,1400000US12007000300,481,0,481
12007000300,1400000US12007000300,309,0,309
12007000300,1400000US12007000300,256,13,243
12007000400,1400000US12007000400,1708,41,1667
12007000400,1400000US12007000400,1425,41,1384
12007000400,1400000US12007000400,1426,41,1385
12007000400,1400000US12007000400,282,0,282
12007000400,1400000US12007000400,282,0,282
12007000400,1400000US12007000400,1419,41,1378
12007000400,1400000US12007000400,1420,41,1379
12007000400,1400000US12007000400,282,0,282
12007000400,1400000US12007000400,282,0,282
12007000400,1400000US12007000400,238,0,238
12007000400,1400000US12007000400,174,0,174
12007000400,1400000US12007000400,244,0,244
12007000400,1400000US12007000400,182,17,165
12009060101,1400000US12009060101,1525,17,1508
12009060101,1400000US12009060101,1212,0,1212
12009060101,1400000US12009060101,1228,0,1228
12009060101,1400000US12009060101,1212,0,1212
12009060101,1400000US12009060101,1228,0,1228
12009060102,1400000US12009060102,1387,18,1369
12009060102,1400000US12009060102,1376,18,1358
12009060102,1400000US12009060102,1376,18,1358
12009060102,1400000US12009060102,1349,18,1331
12009060102,1400000US12009060102,1349,18,1331
12009060102,1400000US12009060102,325,5,320
12009060200,1400000US12009060200,2164,27,2137
12009060200,1400000US12009060200,2048,27,2021
12009060200,1400000US12009060200,2090,27,2063
12009060200,1400000US12009060200,2025,27,1998
12009060200,1400000US12009060200,2046,27,2019
12009060200,1400000US12009060200,496,0,496
12009060200,1400000US12009060200,546,0,546
12009060300,1400000US12009060300,1862,38,1824
12009060300,1400000US12009060300,1632,26,1606
12009060300,1400000US12009060300,1644,38,1606
12009060300,1400000US12009060300,1574,26,1548
12009060300,1400000US12009060300,1586,38,1548
12009060300,1400000US12009060300,342,17,325
12009060300,1400000US12009060300,279,9,270
12009060300,1400000US12009060300,318,0,318
12009060400,1400000US12009060400,1813,32,1781
12009060400,1400000US12009060400,1552,32,1520
12009060400,1400000US12009060400,1552,32,1520
12009060400,1400000US12009060400,1502,32,1470
12009060400,1400000US12009060400,1502,32,1470
12009060500,1400000US12009060500,2064,8,2056
12009060500,1400000US12009060500,1776,8,1768
12009060500,1400000US12009060500,1808,8,1800
12009060500,1400000US12009060500,1701,8,1693
12009060500,1400000US12009060500,1733,8,1725
12009060500,1400000US12009060500,288,0,288
12009060500,1400000US12009060500,374,0,374
12009060500,1400000US12009060500,292,0,292
12009060600,1400000US12009060600,2262,29,2233
12009060600,1400000US12009060600,1788,27,1761
12009060600,1400000US12009060600,1822,27,1795
12009060600,1400000US12009060600,416,2,414
12009060600,1400000US12009060600,416,2,414
12009060600,1400000US12009060600,1668,27,1641
12009060600,1400000US12009060600,1702,27,1675
12009060600,1400000US12009060600,416,2,414
12009060600,1400000US12009060600,416,2,414
12009060700,1400000US12009060700,1238,91,1147
12009060700,1400000US12009060700,546,6,540
12009060700,1400000US12009060700,556,16,540
12009060700,1400000US12009060700,646,47,599
12009060700,1400000US12009060700,669,62,607
12009060700,1400000US12009060700,501,6,495
12009060700,1400000US12009060700,501,6,495
12009060700,1400000US12009060700,640,47,593
12009060700,1400000US12009060700,663,62,601
12009061001,1400000US12009061001,1664,44,1620
12009061001,1400000US12009061001,1520,44,1476
12009061001,1400000US12009061001,1520,44,1476
12009061001,1400000US12009061001,1462,44,1418
12009061001,1400000US12009061001,1462,44,1418
12009061002,1400000US12009061002,1325,15,1310
12009061002,1400000US12009061002,1232,15,1217
12009061002,1400000US12009061002,1232,15,1217
12009061002,1400000US12009061002,1232,15,1217
12009061002,1400000US12009061002,1232,15,1217
12009061100,1400000US12009061100,2409,0,2409
12009061100,1400000US12009061100,2123,0,2123
12009061100,1400000US12009061100,2163,0,2163
12009061100,1400000US12009061100,2042,0,2042
12009061100,1400000US12009061100,2082,0,2082
12009061100,1400000US12009061100,313,0,313
12009061100,1400000US12009061100,429,0,429
12009061100,1400000US12009061100,371,0,371
12009061201,1400000US12009061201,2700,12,2688
12009061201,1400000US12009061201,2420,12,2408
12009061201,1400000US12009061201,2435,12,2423
12009061201,1400000US12009061201,2355,0,2355
12009061201,1400000US12009061201,2370,0,2370
12009061201,1400000US12009061201,613,0,613
12009061201,1400000US12009061201,484,0,484
12009061201,1400000US12009061201,490,0,490
12009061202,1400000US12009061202,1591,26,1565
12009061202,1400000US12009061202,1493,26,1467
12009061202,1400000US12009061202,1493,26,1467
12009061202,1400000US12009061202,1359,26,1333
12009061202,1400000US12009061202,1359,26,1333
12009062103,1400000US12009062103,3211,53,3158
12009062103,1400000US12009062103,2973,53,2920
12009062103,1400000US12009062103,2983,53,2930
12009062103,1400000US12009062103,2961,53,2908
12009062103,1400000US12009062103,2961,53,2908
12009062103,1400000US12009062103,438,0,438
12009062103,1400000US12009062103,672,12,660
12009062103,1400000US12009062103,360,0,360
12009062104,1400000US12009062104,2696,0,2696
12009062104,1400000US12009062104,2534,0,2534
12009062104,1400000US12009062104,2551,0,2551
12009062104,1400000US12009062104,2287,0,2287
12009062104,1400000US12009062104,2304,0,2304
12009062104,1400000US12009062104,299,0,299
12009062104,1400000US12009062104,407,0,407
12009062104,1400000US12009062104,486,0,486
12009062106,1400000US12009062106,1469,16,1453
12009062106,1400000US12009062106,1354,16,1338
12009062106,1400000US12009062106,1364,16,1348
12009062106,1400000US12009062106,1282,16,1266
12009062106,1400000US12009062106,1292,16,1276
12009062107,1400000US12009062107,1540,58,1482
12009062107,1400000US12009062107,1504,58,1446
12009062107,1400000US12009062107,1526,58,1468
12009062107,1400000US12009062107,1462,58,1404
12009062107,1400000US12009062107,1484,58,1426
12009062108,1400000US12009062108,2471,40,2431
12009062108,1400000US12009062108,2169,27,2142
12009062108,1400000US12009062108,2169,27,2142
12009062108,1400000US12009062108,2102,27,2075
12009062108,1400000US12009062108,2102,27,2075
12009062108,1400000US12009062108,208,0,208
12009062108,1400000US12009062108,297,0,297
12009062108,1400000US12009062108,297,13,284
12009062109,1400000US12009062109,1254,0,1254
12009062109,1400000US12009062109,1098,0,1098
12009062109,1400000US12009062109,1098,0,1098
12009062109,1400000US12009062109,81,0,81
12009062109,1400000US12009062109,81,0,81
12009062109,1400000US12009062109,1073,0,1073
12009062109,1400000US12009062109,1073,0,1073
12009062109,1400000US12009062109,81,0,81
12009062109,1400000US12009062109,81,0,81
12009062109,1400000US12009062109,236,0,236
12009062109,1400000US12009062109,290,0,290
12009062109,1400000US12009062109,111,0,111
12009062301,1400000US12009062301,1572,22,1550
12009062301,1400000US12009062301,805,22,783
12009062301,1400000US12009062301,805,22,783
12009062301,1400000US12009062301,696,0,696
12009062301,1400000US12009062301,696,0,696
12009062301,1400000US12009062301,751,22,729
12009062301,1400000US12009062301,751,22,729
12009062301,1400000US12009062301,696,0,696
12009062301,1400000US12009062301,696,0,696
12009062302,1400000US12009062302,1489,36,1453
12009062302,1400000US12009062302,982,10,972
12009062302,1400000US12009062302,994,10,984
12009062302,1400000US12009062302,869,0,869
12009062302,1400000US12009062302,881,0,881
12009062400,1400000US12009062400,2607,93,2514
12009062400,1400000US12009062400,2114,93,2021
12009062400,1400000US12009062400,2161,93,2068
12009062400,1400000US12009062400,1901,93,1808
12009062400,1400000US12009062400,1934,93,1841
12009062400,1400000US12009062400,442,93,349
12009062500,1400000US12009062500,1747,31,1716
12009062500,1400000US12009062500,1113,18,1095
12009062500,1400000US12009062500,1124,18,1106
12009062500,1400000US12009062500,623,13,610
12009062500,1400000US12009062500,623,13,610
12009062500,1400000US12009062500,1077,18,1059
12009062500,1400000US12009062500,1088,18,1070
12009062500,1400000US12009062500,623,13,610
12009062500,1400000US12009062500,623,13,610
12009062600,1400000US12009062600,1084,29,1055
12009062600,1400000US12009062600,698,12,686
12009062600,1400000US12009062600,708,12,696
12009062600,1400000US12009062600,698,12,686
12009062600,1400000US12009062600,708,12,696
12009062800,1400000US12009062800,1587,44,1543
12009062800,1400000US12009062800,1505,44,1461
12009062800,1400000US12009062800,1529,44,1485
12009062800,1400000US12009062800,1432,44,1388
12009062800,1400000US12009062800,1456,44,1412
12009062800,1400000US12009062800,270,0,270
12009062900,1400000US12009062900,1933,28,1905
12009062900,1400000US12009062900,1424,16,1408
12009062900,1400000US12009062900,1424,16,1408
12009062900,1400000US12009062900,465,12,453
12009062900,1400000US12009062900,465,12,453
12009062900,1400000US12009062900,1379,16,1363
12009062900,1400000US12009062900,1379,16,1363
12009062900,1400000US12009062900,445,12,433
12009062900,1400000US12009062900,445,12,433
12009063000,1400000US12009063000,1393,12,1381
12009063000,1400000US12009063000,1192,12,1180
12009063000,1400000US12009063000,1192,12,1180
12009063000,1400000US12009063000,1162,12,1150
12009063000,1400000US12009063000,1162,12,1150
12009063000,1400000US12009063000,257,12,245
12009063000,1400000US12009063000,222,0,222
12009063102,1400000US12009063102,3218,31,3187
12009063102,1400000US12009063102,2906,31,2875
12009063102,1400000US12009063102,2951,31,2920
12009063102,1400000US12009063102,2726,31,2695
12009063102,1400000US12009063102,2771,31,2740
12009063102,1400000US12009063102,464,0,464
12009063102,1400000US12009063102,649,0,649
12009063102,1400000US12009063102,564,0,564
12009063102,1400000US12009063102,386,0,386
12009063104,1400000US12009063104,1080,33,1047
12009063104,1400000US12009063104,974,33,941
12009063104,1400000US12009063104,974,33,941
12009063104,1400000US12009063104,974,33,941
12009063104,1400000US12009063104,974,33,941
12009063105,1400000US12009063105,3213,19,3194
12009063105,1400000US12009063105,2675,19,2656
12009063105,1400000US12009063105,2687,19,2668
12009063105,1400000US12009063105,421,0,421
12009063105,1400000US12009063105,421,0,421
12009063105,1400000US12009063105,2549,19,2530
12009063105,1400000US12009063105,2561,19,2542
12009063105,1400000US12009063105,421,0,421
12009063105,1400000US12009063105,421,0,421
12009063105,1400000US12009063105,533,0,533
12009063105,1400000US12009063105,685,19,666
12009063105,1400000US12009063105,537,0,537
12009063105,1400000US12009063105,344,0,344
12009063105,1400000US12009063105,214,0,214
12009063106,1400000US12009063106,1679,0,1679
12009063106,1400000US12009063106,1460,0,1460
12009063106,1400000US12009063106,1517,0,1517
12009063106,1400000US12009063106,1418,0,1418
12009063106,1400000US12009063106,1475,0,1475
12009063107,1400000US12009063107,4076,43,4033
12009063107,1400000US12009063107,3819,43,3776
12009063107,1400000US12009063107,3903,43,3860
12009063107,1400000US12009063107,3638,43,3595
12009063107,1400000US12009063107,3722,43,3679
12009063107,1400000US12009063107,767,12,755
12009063107,1400000US12009063107,796,10,786
12009063107,1400000US12009063107,713,0,713
12009063107,1400000US12009063107,406,0,406
12009064102,1400000US12009064102,1954,50,1904
12009064102,1400000US12009064102,1768,42,1726
12009064102,1400000US12009064102,1780,42,1738
12009064102,1400000US12009064102,1683,31,1652
12009064102,1400000US12009064102,1695,31,1664
12009064102,1400000US12009064102,294,0,294
12009064102,1400000US12009064102,474,31,443
12009064102,1400000US12009064102,300,0,300
12009064123,1400000US12009064123,2976,24,2952
12009064123,1400000US12009064123,2740,24,2716
12009064123,1400000US12009064123,2759,24,2735
12009064123,1400000US12009064123,2675,24,2651
12009064123,1400000US12009064123,2694,24,2670
12009064123,1400000US12009064123,613,0,613
12009064123,1400000US12009064123,551,0,551
12009064124,1400000US12009064124,1817,19,1798
12009064124,1400000US12009064124,1637,19,1618
12009064124,1400000US12009064124,1664,19,1645
12009064124,1400000US12009064124,1637,19,1618
12009064124,1400000US12009064124,1664,19,1645
12009064124,1400000US12009064124,418,0,418
12009064125,1400000US12009064125,1970,31,1939
12009064125,1400000US12009064125,1816,31,1785
12009064125,1400000US12009064125,1831,31,1800
12009064125,1400000US12009064125,1746,29,1717
12009064125,1400000US12009064125,1761,29,1732
12009064126,1400000US12009064126,1625,0,1625
12009064126,1400000US12009064126,1486,0,1486
12009064126,1400000US12009064126,1509,0,1509
12009064126,1400000US12009064126,1462,0,1462
12009064126,1400000US12009064126,1485,0,1485
12009064127,1400000US12009064127,3005,19,2986
12009064127,1400000US12009064127,2804,19,2785
12009064127,1400000US12009064127,2826,19,2807
12009064127,1400000US12009064127,2654,19,2635
12009064127,1400000US12009064127,2676,19,2657
12009064127,1400000US12009064127,479,0,479
12009064127,1400000US12009064127,593,0,593
12009064127,1400000US12009064127,537,0,537
12009064127,1400000US12009064127,346,15,331
12009064128,1400000US12009064128,4148,0,4148
12009064128,1400000US12009064128,3932,0,3932
12009064128,1400000US12009064128,3976,0,3976
12009064128,1400000US12009064128,197,0,197
12009064128,1400000US12009064128,3776,0,3776
